"Username","Location","Verified User?","Tweet ID","Tweet Time","Tweet Text","Tweet Place","Retweet Count","Favorite Count"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1082663468765978636","2019-01-08 15:41:00","From where many traditionalists in education sit, parents are to be seen and not heard. The AFT helped enshrine it through their effort against the parents in Ocean Hill-Brownsville. [https://t.co/SDR54PphZY] 

Reformers are often not much better. #edreform #ParentPower https://t.co/SGyhqJCysc","","0","0"
"estacion cadeaux","Sevilla","False","1082662593293176832","2019-01-08 15:37:31","RT @eraser: Interland: play your way to Internet Awesome https://t.co/cliFbU393Q #gamification #gamificación #gaming #interland #edtech #ed…","","4","0"
"Jorge Tovilla","España","False","1082662218645286913","2019-01-08 15:36:02","RT @ClassroomCrafts: RT @eraser: Interland: play your way to Internet Awesome https://t.co/i0cnrW1AUI #gamification #gamificación #gaming #…","","1","0"
"Actualidad y Educación","España","False","1082662053201043456","2019-01-08 15:35:23","RT @eraser: Interland: play your way to Internet Awesome https://t.co/i0cnrW1AUI #gamification #gamificación #gaming #interland #edtech #edchat #tech #technology #play #internet #edReform #juego #pedagogy #pedagogie #pedagogia","","1","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1082661368376016896","2019-01-08 15:32:39","Also could be tied together with a lawsuit to expand charter schools and address teacher quality. [https://t.co/juZT9XzEs5] #edreform #SchoolFunding #CharterSchools #TeacherQuality https://t.co/A5nkNKjkMF","","0","1"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1082660069857202186","2019-01-08 15:27:30","This, exactly. #edreform #absenteeism https://t.co/Z0KiV6sPaM","","0","2"
"Sard Imperium","Québec, Canada","False","1082651965887299586","2019-01-08 14:55:18","RT @eraser: Interland: play your way to Internet Awesome https://t.co/YaTtyzOz0W #gamification #gamificación #gaming #interland #edtech #edchat #tech #technology #play #internet #edReform #juego #pedagogy #pedagogie #pedagogia","","0","0"
"Juan José Calderón Amador","Sevilla","False","1082650649395949569","2019-01-08 14:50:04","Interland: play your way to Internet Awesome https://t.co/cliFbU393Q #gamification #gamificación #gaming #interland #edtech #edchat #tech #technology #play #internet #edReform #juego #pedagogy #pedagogie #pedagogia","","4","3"
"Scalar Humanity","","False","1082647805532037120","2019-01-08 14:38:46","RT @eraser: TIC 360º Transformación Digital en la Universidad Grupo de Trabajo de Directores TI Crue https://t.co/ZmORvkC4yu  #elearning #m…","","2","0"
"estacion cadeaux","Sevilla","False","1082647649617145856","2019-01-08 14:38:08","RT @eraser: TIC 360º Transformación Digital en la Universidad Grupo de Trabajo de Directores TI Crue https://t.co/ZmORvkC4yu  #elearning #m…","","2","0"
"Jorge Tovilla","España","False","1082639253287419904","2019-01-08 14:04:47","RT @ClassroomCrafts: RT @ludigencia: #Gamificación Nos gusta educatoral

Strength-Based Assessment Practices Increase Achievement and Confi…","","1","0"
"Juan José Calderón Amador","Sevilla","False","1082635553818976258","2019-01-08 13:50:05","TIC 360º Transformación Digital en la Universidad Grupo de Trabajo de Directores TI Crue https://t.co/ZmORvkC4yu  #elearning #mlearning #universidad #university #education #educación #higherED #higherEducation #edtech #edchat #edreform  #enseñanzasuperior #digitalTransformation","","2","1"
"E Z Rah 🌹","Europe","False","1082635270934183936","2019-01-08 13:48:57","@leslieleeiii There's a hundred different versions of this on the #edreform side of twitter.","","0","1"
"Deepak L N","Mumbai, India","False","1082629252606906368","2019-01-08 13:25:02","RT @TheFuturist007: How do you feel about robots giving ""tailored"" lessons to online students in the future? 📚🏫

#VirtualReality #AR #MR #V…","","203","0"
"Enrique Lopez","Leon, Spain.","False","1082628820149194753","2019-01-08 13:23:19","RT @eraser: ¿en qué creemos? #ManifiestoDigital Manifiesto Digital. Por una Internet abierta y segura para todos @telefonica_ed @telefonica…","","2","0"
"Ananya Deb Roy","New Delhi, India","False","1082622826753024000","2019-01-08 12:59:30","#highereducation #edreform #studentsuccess #buildingabetterfuture https://t.co/kTef9IQ8Dq","","0","0"
"Terry Kalb 🔥","New York, USA","False","1082622376402132992","2019-01-08 12:57:43","RT @ahartley98: This excellent letter calls ""attention to legislative decision-making in #Florida, where implementation of '#schoolchoice'…","","10","0"
"RJ Brassfield","Wichita, Kansas","False","1082622347012702208","2019-01-08 12:57:36","RT @ahartley98: This excellent letter calls ""attention to legislative decision-making in #Florida, where implementation of '#schoolchoice'…","","10","0"
"Donna Mace","","False","1082621490196037632","2019-01-08 12:54:12","RT @ahartley98: This excellent letter calls ""attention to legislative decision-making in #Florida, where implementation of '#schoolchoice'…","","10","0"
"Rashid F. Davis","","False","1082620925185609728","2019-01-08 12:51:57","#TuesdayMotivation #TuesdayTip #TuesdayThoughts #TechTuesday #GivingTuesday @PathwaysInTech #brooklyn Two 9-14 Cohorts June 2015- Fall 2018 @nycfuture @NYCEDC @NYCSchools @NYSEDNews #edreform #success #innovation #championforchildren @nycgov @NYCSchoolsOSYD https://t.co/MiUBKhAifA","","0","1"
"bitraka","Sevilla","False","1082620395591778306","2019-01-08 12:49:51","RT @eraser: Darío Gil: ‘Fronteras de la tecnología' | #TechSociety @fundacionTef @EspacioFTef  https://t.co/dJWMcp3ZSX #tech #technology #e…","","3","0"
"edudada","Sevilla ciberespacial","False","1082616579630792706","2019-01-08 12:34:41","RT @eraser: ¿en qué creemos? #ManifiestoDigital Manifiesto Digital_ Por una Internet abierta y segura para todos @telefonica_ed @telefonica…","","2","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1082613342055923713","2019-01-08 12:21:49","Again, IQ tests merely assess what people have already learned, not what they are capable of learning. In short, no better than the average state standardized test.

In fact, your average state exam is more-useful because you can actually use the data to assess schools. #edreform https://t.co/mfRPavlmmd","","0","1"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1082612003326308353","2019-01-08 12:16:30","Let's call DeSantis the racist. Which he is.

By the way: This is a reminder that @JebBush, an #edreform-er, has been a strong supporter of DeSantis and his campaign. https://t.co/F9Ob9uyuGj","","0","0"
"Toreador de pájaros","☁ ENTRE NUBES ☁","False","1082610996320108544","2019-01-08 12:12:30","RT @eraser: ¿en qué creemos? #ManifiestoDigital Manifiesto Digital_ Por una Internet abierta y segura para todos @telefonica_ed @telefonica…","","2","0"
"Juan José Calderón Amador","Sevilla","False","1082610381309259782","2019-01-08 12:10:03","Informe U-Ranking de las Universidades Españolas 2018 y 201. Docencia, Investigación e Innovación y Desarrollo Tecnológico @fundacionBBVA @Ivie_news https://t.co/CPlwWjuiqj #universidad #España #informe #edtech #edreform   #ranking #Uranking #higherED #HigherEducation #university","","1","0"
"UTSAnoNIná","Zeviya-Caracas- ...","False","1082609636186968065","2019-01-08 12:07:05","RT @eraser: How to save the world with elearning scenarios. Slideshare @CatMoore https://t.co/RJ4KfP1Mzc  #elearning #mlearning #education…","","5","0"
"Juan José Calderón Amador","Sevilla","False","1082605348509401088","2019-01-08 11:50:03","¿en qué creemos? #ManifiestoDigital Manifiesto Digital_ Por una Internet abierta y segura para todos @telefonica_ed @telefonica https://t.co/Xq5Jwt0zrs   #digital #digitalTransformation #edreform #educacion #TransformaciónDigital #edtech #education #eLearning #internet #mlearning","","2","0"
"Toreador de pájaros","☁ ENTRE NUBES ☁","False","1082605057277915138","2019-01-08 11:48:54","RT @eraser: Microlearning Infographic 2019. https://t.co/CiHCVEwLgU  #elearning #mlearning #mobilelearning #microlearning #learning #LMS #e…","","2","0"
"UTSAnoNIná","Zeviya-Caracas- ...","False","1082601169061584896","2019-01-08 11:33:27","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | #video https://t.co/zeqdWc9Uhz #virtualReality #elear…","","7","0"
"bazarlocos","Sevilla","False","1082599934485020672","2019-01-08 11:28:32","RT @eraser: ¿en qué creemos? #ManifiestoDigital Manifiesto Digital. Por una Internet abierta y segura para todos @telefonica_ed @telefonica…","","2","0"
"bitraka","Sevilla","False","1082599241179189248","2019-01-08 11:25:47","RT @eraser: Microlearning Infographic 2019. https://t.co/CiHCVEwLgU  #elearning #mlearning #mobilelearning #microlearning #learning #LMS #e…","","2","0"
"Juan José Calderón Amador","Sevilla","False","1082596848316108800","2019-01-08 11:16:16","The multisensory learning revolution transforming education  https://t.co/cqeHhQejTH #learning #elearning #education #edtech #edchat #edreform #pedagogy #pedagogie #pedagogía #educación #digitaltransformation","","0","1"
"Juan José Calderón Amador","Sevilla","False","1082595282959982593","2019-01-08 11:10:03","¿en qué creemos? #ManifiestoDigital Manifiesto Digital. Por una Internet abierta y segura para todos @telefonica_ed @telefonica https://t.co/Xq5Jwt0zrs   #digital #digitalTransformation #edreform #edReform #education #eLearning #internet #mlearning #TransformaciónDigital #edtech","","2","1"
"bazarlocos 2 el reto","","False","1082594181758009345","2019-01-08 11:05:41","RT @eraser: How to save the world with elearning scenarios. Slideshare @CatMoore https://t.co/RJ4KfP1Mzc  #elearning #mlearning #education…","","5","0"
"bitiji","Zevilla ciberespaciá","False","1082591369519083520","2019-01-08 10:54:30","RT @eraser: How to save the world with elearning scenarios. Slideshare @CatMoore https://t.co/RJ4KfP1Mzc  #elearning #mlearning #education…","","5","0"
"Juan José Calderón Amador","Sevilla","False","1082590247115022337","2019-01-08 10:50:03","Microlearning Infographic 2019. https://t.co/CiHCVEwLgU  #elearning #mlearning #mobilelearning #microlearning #learning #LMS #edtech #edchat #edreform #higherED #HigherEducation #University #tech #Universidad #infographic #digitaltransformation #emergingtechnologies #technology","","2","0"
"Mark Johnson","united s","False","1082588783210622976","2019-01-08 10:44:14","RT @eraser: How to save the world with elearning scenarios. Slideshare @CatMoore https://t.co/RJ4KfP1Mzc  #elearning #mlearning #education…","","5","0"
"bitraka","Sevilla","False","1082588684619317248","2019-01-08 10:43:50","RT @eraser: How to save the world with elearning scenarios. Slideshare @CatMoore https://t.co/RJ4KfP1Mzc  #elearning #mlearning #education…","","5","0"
"Juan José Calderón Amador","Sevilla","False","1082582700643504128","2019-01-08 10:20:03","How to save the world with elearning scenarios. Slideshare @CatMoore https://t.co/RJ4KfP1Mzc  #elearning #mlearning #education #educación #edreform #onlinelearning #design #instructionaldesign #digitaltransformation #digitallearning #design #diseño #LMS #MOOC #edtech #edchat","","5","0"
"Prathamesh","Pune, India","False","1082575844726300673","2019-01-08 09:52:49","RT @sheena2804: How do you feel about robots giving “tailored” lessons to online students in the future.

#VirtualReality #AR #MR #VR #IoT…","","4","0"
"James Clark","unite","False","1082575373836185606","2019-01-08 09:50:57","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | #video https://t.co/zeqdWc9Uhz #virtualReality #elear…","","7","0"
"Scalar Humanity","","False","1082572308433301505","2019-01-08 09:38:46","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | #video https://t.co/zeqdWc9Uhz #virtualReality #elear…","","7","0"
"bitraka","Sevilla","False","1082572215403597829","2019-01-08 09:38:24","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | #video https://t.co/zeqdWc9Uhz #virtualReality #elear…","","7","0"
"FourCornersRockford","6392 Linden Road Rockford, IL","False","1082571675479277568","2019-01-08 09:36:15","RT @MattHiefield: Suicide rates for black children have doubled; we need to find out why and do something about it. important article: http…","","3","0"
"Actualidad y Educación","España","False","1082571402975285248","2019-01-08 09:35:10","RT @ludigencia: #Gamificación Nos gusta educatoral

Strength-Based Assessment Practices Increase Achievement and Confidence https://t.co/Q9sGTV3Nlr #assessment #edchat #edreform #csd49

— Alfonso Gonzalez (educatoral) January 8, 2019","","1","0"
"bitiji","Zevilla ciberespaciá","False","1082565805794082816","2019-01-08 09:12:55","RT @eraser: Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, 1 (2019) Revista Iberoameric…","","6","0"
"Danielle Myburgh","New Zealand","False","1082558107413184512","2019-01-08 08:42:20","Wondering about the many colleagues who have left teaching...  https://t.co/FI0ak3udIa #edchatnz #edchat #edreform https://t.co/UE22HcIHOy","","1","8"
"Toreador de pájaros","☁ ENTRE NUBES ☁","False","1082549364059385856","2019-01-08 08:07:35","RT @eraser: Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, 1 (2019) Revista Iberoameric…","","6","0"
"UTSAnoNIná","Zeviya-Caracas- ...","False","1082548174668156929","2019-01-08 08:02:52","RT @eraser: Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, 1 (2019) Revista Iberoameric…","","6","0"
"bazarlocos","Sevilla","False","1082539230566457344","2019-01-08 07:27:19","RT @eraser: Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, 1 (2019) Revista Iberoameric…","","6","0"
"Juan José Calderón Amador","Sevilla","False","1082527333423161347","2019-01-08 06:40:03","Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, 1 (2019) Revista Iberoamericana de la Educación Digital (RIED) https://t.co/EDsGF9CpiQ  #edreform #tecnología #technology #education #edtech #edchat #edreform #disruption #tech #TIC","","6","7"
"Deborah Meier","Hillsdale, NY","False","1082525396451688451","2019-01-08 06:32:21","RT @aagabor: I learned so much from @tultican review of my After the Education Wars--about @DebMeier &amp; about Tony Alvarado's disappointing…","","2","0"
"Inteligencia Lúdica","Madrid, España","False","1082522820687597568","2019-01-08 06:22:07","#Gamificación Nos gusta educatoral

Strength-Based Assessment Practices Increase Achievement and Confidence https://t.co/gD6VbjLXru #assessment #edchat #edreform #csd49

— Alfonso Gonzalez (educatoral) January 8, 2019","","0","0"
"Cameron Curry","Escondido, CA","False","1082522155684786176","2019-01-08 06:19:28","RT @JMHowel: Great article by @Ninacharters! Fund the child not the establishment. #Edreform @charteralliance https://t.co/DsGi3dGW1k","","4","0"
"Alfonso Gonzalez","Chimacum, WA","False","1082521884363608066","2019-01-08 06:18:24","Strength-Based Assessment Practices Increase Achievement and Confidence https://t.co/cPL6U5v3NV #assessment #edchat #edreform #csd49","","0","0"
"Ethics Retweet Bot","London, England","False","1082521389658181632","2019-01-08 06:16:26","RT @eraser: Darío Gil: ‘Fronteras de la tecnología' | #TechSociety @fundacionTef @EspacioFTef  https://t.co/dJWMcp3ZSX #tech #technology #e…","","3","0"
"Yuvraj Singh","Uttar Pradesh, India","False","1082520054657417216","2019-01-08 06:11:07","RT @eraser: Darío Gil: ‘Fronteras de la tecnología' | #TechSociety @fundacionTef @EspacioFTef  https://t.co/dJWMcp3ZSX #tech #technology #e…","","3","0"
"Juan José Calderón Amador","Sevilla","False","1082519782686101505","2019-01-08 06:10:03","Darío Gil: ‘Fronteras de la tecnología' | #TechSociety @fundacionTef @EspacioFTef  https://t.co/dJWMcp3ZSX #tech #technology #emergingtechnologies #digitaltransformation #education #edtech #edchat #edReform #elearning #TIC #ethics #politics #NBIC #transhumanism #philosophy","","3","1"
"Don Rumsey","Tri-Cities, WA","False","1082494653927022593","2019-01-08 04:30:11","@MaureenDano @Seesaw @teacher2teacher @Flipgrid @mr_isaacs @bookgirl614 @Principal_H @DynamicDuda338 @JayBilly2 @kjarrett @jsnhubbard @brianhousand @mgcjusa @kerszi @SchleiderJustin @iwearthecrowns This PLN of educators dedicated the to #wholechild and being positive disruptors to the status quo reassures my own deviation from SQ.  #KidsDeserveIt #EdChat #edreform #studentsmatter #pushboundEDU #teacherPD","Place(id='bc3a38d3d5999b4b', name='Washington', bounding_box=BoundingBox(coordinates=[[[-124.848975, 45.543542], [-116.915989, 45.543542], [-116.915989, 49.0025023], [-124.848975, 49.0025023]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/bc3a38d3d5999b4b.json', place_type='admin', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Washington, USA')","0","4"
"Don Rumsey","Tri-Cities, WA","False","1082492054293245952","2019-01-08 04:19:52","Data driven.  Not necessarily a bad thing.  But #wholechild driven far out-weighs the former. #rethink_learning  Our focus should be on “the box” -we can examine what’s “outside” the box in time.  #sel #resilience #EdChat #edreform #studentsmatter https://t.co/ik44RZapTa","Place(id='bc3a38d3d5999b4b', name='Washington', bounding_box=BoundingBox(coordinates=[[[-124.848975, 45.543542], [-116.915989, 45.543542], [-116.915989, 49.0025023], [-124.848975, 49.0025023]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/bc3a38d3d5999b4b.json', place_type='admin', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Washington, USA')","0","0"
"Anne Hartley","Naples, FL","False","1082482752316952577","2019-01-08 03:42:54","This is the sad truth behind #EdReform. Not #4TheKids No #EdFreedom. All about self-service, not public service. https://t.co/jZNQAlYjUd","","0","2"
"Scalar Humanity","","False","1082481824939560960","2019-01-08 03:39:13","RT @ClassroomCrafts: RT @ludigencia: #Gamificación Nos gusta educatoral

Sharing Diigo Links and Resources (weekly) https://t.co/7TjdXAh5Yg…","","2","0"
"Scalar Humanity","","False","1082481791364198400","2019-01-08 03:39:05","RT @ClassroomCrafts: RT @ludigencia: #Gamificación Nos gusta educatoral

Coaching Teachers To Become Powerful Users of Classroom Tech | Min…","","2","0"
"Jorge Tovilla","España","False","1082480969867657216","2019-01-08 03:35:49","RT @ClassroomCrafts: RT @ludigencia: #Gamificación Nos gusta educatoral

Coaching Teachers To Become Powerful Users of Classroom Tech | Min…","","2","0"
"Jorge Tovilla","España","False","1082480958106988546","2019-01-08 03:35:46","RT @ClassroomCrafts: RT @ludigencia: #Gamificación Nos gusta educatoral

Sharing Diigo Links and Resources (weekly) https://t.co/7TjdXAh5Yg…","","2","0"
"TheDailyEDU","","False","1082462048062197761","2019-01-08 02:20:38","RT @bruceirla: Elementary Mathies! THINK MULTIPLICATION TO MAKE DIVISION FACTS EASY:
https://t.co/s6HJsmj7eK
#Education #Learning, #K12
#Wh…","","1","0"
"Phil Taylor 🍁","Winnipeg, Manitoba","False","1082460801506729985","2019-01-08 02:15:40","RT @dcarruthersedu: Google, Microsoft, or Apple? Why School Districts Need to Rethink this Debate. https://t.co/aEih8IpEw1 #onted #edreform…","","1","0"
"Taylor Swaak","New York, NY","False","1082457786628431872","2019-01-08 02:03:42","RT @LASchoolReport: What awaits California schools in the new year: The 6 big #education stories we’re following in 2019. https://t.co/2vm2…","","2","0"
"Pseudopage","","False","1082451054518779906","2019-01-08 01:36:57","RT @TheFuturist007: How do you feel about robots giving ""tailored"" lessons to online students in the future? 📚🏫

#VirtualReality #AR #MR #V…","","203","0"
"Inga M. Cotton","San Antonio, Texas, USA","False","1082450315130167296","2019-01-08 01:34:00","RT @JMHowel: Great article by @Ninacharters! Fund the child not the establishment. #Edreform @charteralliance https://t.co/DsGi3dGW1k","","4","0"
"Bruce Irla","Portland, OR","False","1082448810566209536","2019-01-08 01:28:02","Elementary Mathies! THINK MULTIPLICATION TO MAKE DIVISION FACTS EASY:
https://t.co/s6HJsmj7eK
#Education #Learning, #K12
#WhatIsSchool #Edchat #EduMatch #Edreform #FutureReady @educate808 #ElemMathChat #ITeachMath
@dewgott   @hiMATHgirl https://t.co/j87cptHKWf","","1","2"
"David Carruthers","London, Ontario, Canada","False","1082442228608380928","2019-01-08 01:01:52","Google, Microsoft, or Apple? Why School Districts Need to Rethink this Debate. https://t.co/aEih8IpEw1 #onted #edreform #edtech https://t.co/QYDVgG4Sbr","","1","6"
"Rudy Ruiz","Maryland","False","1082441789615808513","2019-01-08 01:00:08","RT @FourPoint_Ed: The question of whether money matters in educational outcomes ""is essentially settled,” says @KiraboJackson. It's time to…","","1","0"
"MJ McCraw","Austin, TX","False","1082439332974202880","2019-01-08 00:50:22","RT @ahartley98: When Texas state #edreform leaders take over lower-graded public schools, they ignore parents and teachers and ramp up publ…","","3","0"
"Dr. Victoria M.Young","Caldwell, Idaho","False","1082428653684682754","2019-01-08 00:07:56","WOW! When I reviewed the information in this just now, I couldn't help but to be struck by how closely so called #EdReform in the U.S. meets the definition of Orwellian https://t.co/bWi0kyHEzz Dare to Face Facts #ConsiderThis https://t.co/uzb8N6MeuK","","2","1"
"Dr. Victoria M.Young","Caldwell, Idaho","False","1082426830236246016","2019-01-08 00:00:41","Orwellian Education Reform: Postmark 1985 https://t.co/bWi0kyHEzz #EdReform policies coming from #CorruptCongress continues to mandate ""an irrational political concept"" #RepealESSA #StopDeVosAgenda #HitPause #VetoHR4174 End the tyranny of #BadLaws","","0","0"
"Franco Walls","Gansevoort, NY","False","1082424576884248577","2019-01-07 23:51:44","RT @JMHowel: Great article by @Ninacharters! Fund the child not the establishment. #Edreform @charteralliance https://t.co/DsGi3dGW1k","","4","0"
"Anne Hartley","Naples, FL","False","1082421885638451200","2019-01-07 23:41:02","Florida #edreform leaders are fear-mongerers. They have nothing good to say about public education until it's an election year, then they take credit for the successes. Teachers could invite @RonDeSantisFL to visit, but don't expect the narrative to change. #KidsBeforePolitics https://t.co/SS0JVXJfCZ","","0","3"
"CAPE Committee","Illinois, USA","False","1082421460285706240","2019-01-07 23:39:21","Where's the oversight and accountability? Or do those demands only come in to play when it is public schools being attacked, #EdReform advocates?","","0","0"
"CAPE Committee","Illinois, USA","False","1082421329138278402","2019-01-07 23:38:49","Remember when we got told that privatization and #EdReform would lead to more innovation and better results? Yeah, about that, huh...","","0","0"
"CAPE Committee","Illinois, USA","False","1082421250306260992","2019-01-07 23:38:31","Can you believe this #EdReform nonsense? An Indiana virtual #charter school graduated 2% of its students. TWO PERCENT. https://t.co/hcYHnwu6b7","","0","0"
"Juan José Calderón Amador","Sevilla","False","1082409053438074881","2019-01-07 22:50:03","The future of E-learning as an educational innovation: Factors influencing project #success &amp; failure. Alexander Romiszowski. Revista brasileira de Aprendizagem aberta e a Distância https://t.co/QiuZGlNOnk  #elearning #technology #aprendizaje #TIC #innovation #edtech #edreform","","0","0"
"Amanda Smithfield","Nashville","False","1082407524081549314","2019-01-07 22:43:58","@smarick As a liberal, it’s been really interesting to watch this. I think it’s a really good discussion to have -I’d love to see them all have a discussion about it (like a podcast). As a public school librarian, I’ve been thinking about how this discussion could apply to #edreform.","Place(id='00ab941b685334e3', name='Nashville', bounding_box=BoundingBox(coordinates=[[[-87.022482, 35.9945681], [-86.560616, 35.9945681], [-86.560616, 36.405448], [-87.022482, 36.405448]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/00ab941b685334e3.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Nashville, TN')","0","1"
"Education Next","Cambridge, MA & Stanford, CA","False","1082401508774346753","2019-01-07 22:20:04","The past few decades have produced education reforms in the United States that ask parents to make choices for their children. These reforms have made parents’ decision-making extremely consequential. https://t.co/8MmMwAzVuF  #EdChoice #EdChat #EdReform","","0","0"
"publiccharters.org","44 States and DC","False","1082397041085636610","2019-01-07 22:02:19","RT @JMHowel: Great article by @Ninacharters! Fund the child not the establishment. #Edreform @charteralliance https://t.co/DsGi3dGW1k","","4","0"
"Jamison","Washington D.C","False","1082396303957680128","2019-01-07 21:59:23","Great article by @Ninacharters! Fund the child not the establishment. #Edreform @charteralliance https://t.co/DsGi3dGW1k","","4","10"
"Juan José Calderón Amador","Sevilla","False","1082393955122245634","2019-01-07 21:50:03","The Rise of e-learning. #Infographic @courseworld https://t.co/KTd72TpNC5 #elearning #mlearning #MOOC #digital #digitallearning #TIC #aprendizaje #higherED #college #edtech #edchat #onlinelearning #edreform #digitaltransformation #edreform #LMS #onlinelearning #tech #technology","","2","1"
"Opt Out Pinellas","Clearwater, FL","False","1082388524647804934","2019-01-07 21:28:28","RT @ahartley98: When Texas state #edreform leaders take over lower-graded public schools, they ignore parents and teachers and ramp up publ…","","3","0"
"EducationState","London, UK","False","1082380408644354048","2019-01-07 20:56:13","Academy school rated 'inadequate' by inspectors - principal pledges action https://t.co/owfhlAzs8I
#EdReform","","1","1"
"Jennifer Sobel","United Arab Emirates","False","1082376465977655296","2019-01-07 20:40:33","RT @tedfujimoto: Relationships drives success. “Every student needs to belong and connect to at least one teacher or one adult in this buil…","","340","0"
"Education Resource Strategies","Watertown, MA","False","1082374129226006528","2019-01-07 20:31:16","Use the group functionality of our Snapshot Mini tool to compare your results w/ your team. https://t.co/2BI8PayYHP
#strategicplanning #schoolplanning #edreform #edreformtools https://t.co/pOSpH2VBVI","","0","0"
"Team Cephalopod","","False","1082372753611808775","2019-01-07 20:25:48","RT @ahartley98: When Texas state #edreform leaders take over lower-graded public schools, they ignore parents and teachers and ramp up publ…","","3","0"
"essential partners","Massachusetts, USA","False","1082367593871216640","2019-01-07 20:05:18","Preparing for Spring semester? Classroom dialogue can deepen content learning, increase student participation, and improve discussions of the most divisive issues. 

Find out more: https://t.co/Yfa6sGCv2N 

#highered #teaching #edreform #polarization #classroom #speech #dialogue https://t.co/jTNp98d7P5","","0","0"
"Anne Hartley","Naples, FL","False","1082366229866840065","2019-01-07 19:59:53","When Texas state #edreform leaders take over lower-graded public schools, they ignore parents and teachers and ramp up public school #accountability. Wait for it in FL, too, under HB7059/7055. @edvotes @Advocate4Ed @1TeacherVoice @MinimizeTesting @OptOutFLNetwork @OOPinellas https://t.co/GQamWItZt0","","3","2"
"Peter C. Cook","New Orleans, Louisiana","False","1082363585446268929","2019-01-07 19:49:22",".@theadvocatebr editorial recognizes the significant progress we’ve seen in #LaEd education under the leadership of @BESE_LA &amp; @LouisianaSupe: https://t.co/UHeQiPikLi #NOLAed #edreform https://t.co/AZMPjIa3gp","","0","1"
"bitiji","Zevilla ciberespaciá","False","1082362889535700992","2019-01-07 19:46:36","RT @eraser: #infanciaenred2016 Primer Congreso Internacional ""Infancia, pobreza y éxito educativo"" en CaixaForum Madrid #video https://t.co…","","2","0"
"Peter C. Cook","New Orleans, Louisiana","False","1082362692361482242","2019-01-07 19:45:49","Kudos to AZ State Rep. @KellyTownsend11 for pushing to have #Arizona charters follow open meetings laws. All public schools should be subject to transparency laws. Charter supporters need to speak out in support of this proposal: https://t.co/Lf4FjL2JqL #edreform https://t.co/hTGZhrwMbQ","","0","2"
"Choice Media","Hoboken, NJ","False","1082362523221938177","2019-01-07 19:45:09","NC Newspaper Frames ‘Teachers’ Patience’ as the Driver of Appropriate Education Reforms, Rather than Interests of Students or Parents https://t.co/eqEHUav9S3 #EdReform #EdPolicy","","0","1"
"Kate Tewley","","False","1082361735850405889","2019-01-07 19:42:01","RT @tedfujimoto: Curiosity is powerful. The most desired employees, entreprenuers, innovators, educators are driven by it!  Schools need to…","","90","0"
"Juan José Calderón Amador","Sevilla","False","1082361251299315712","2019-01-07 19:40:06","#infanciaenred2016 Primer Congreso Internacional ""Infancia, pobreza y éxito educativo"" en CaixaForum Madrid #video https://t.co/vufR3iLayV #pobreza #educación #education #edtech #edchat #edreform #oprimido #pedagogía #pedagogy #pedagogie #España #digitaltransformation #tech","","2","0"
"Peter C. Cook","New Orleans, Louisiana","False","1082359567609143296","2019-01-07 19:33:24",".@Jpalochko: Read your piece on the limited impact of #Janus on teachers unions’ membership in the Lehigh Valley. But are there limits (i.e., a “dropout window”) on when teachers in those districts can renounce their membership? https://t.co/GjpYJEvjg2 #edreform https://t.co/KMOaWsXfRD","","0","0"
"IL School Choice","","False","1082357463926616064","2019-01-07 19:25:03","RT @ChoiceMediatv: Chicago Home to 95 of Illinois’ 205 Worst-Performing Schools https://t.co/IEdkUHufbH via @corinacurry #Chicago #EdReform","","1","0"
"Outspoken Token","Albuquerque, NM","False","1082352568804696064","2019-01-07 19:05:36","RT @petercook: .@SethABQ has a great guest post from a middle school teacher in #NewMexico who says ditching PARCC is just going to make te…","","1","0"
